  epoch    trn loss    val loss    trn/val  dur
    593     0.25910     0.26905    0.96303  2.26s
    594     0.25764     0.26656    0.96653  2.24s
    595     0.25846     0.27368    0.94439  2.26s
    596     0.25862     0.28320    0.91321  2.26s
    597     0.25781     0.24038    1.07248  2.26s
    598     0.26133     0.25122    1.04021  2.28s
    599     0.25729     0.23594    1.09051  2.25s
    600     0.25682     0.25723    0.99838  2.25s
training cnn took:  7868.92912388 sec. = 2.18 hours


testing cnn took:  5253.81269693 sec. = 1.45 hours

